"h1n1_vaccine","seasonal_vaccine"
0.133926630617974,0.243794202462103
-0.0322617066618544,-0.0512004575300274
0.300235815698318,0.566564116946211
0.545172286765483,0.869025851400252
0.339431393902965,0.523566938698242
0.544834741844052,0.906845323741688
0.344807724756803,0.51192055809848
0.194265245044929,0.273423160956441
-0.0608866274862222,0.213958774278378
0.293643398133215,0.811331572884087
-0.129485118845816,0.338541320935832
0.294396216898508,0.42160486298336
0.223329211569006,0.954609782975963
-0.00716249035357661,0.224836521913394
0.307659665334824,0.309088915203008
0.182087138218022,0.28200197515273
0.644057416320247,0.749581268990706
0.0726217703840316,0.50805577515299
-0.0713404837944222,0.130664455227438
-0.125932268512692,-0.0569218605548467
0.320252998398996,0.775345642862647
0.357547918777479,0.546975132825035
0.361194142047634,0.755220867586561
-0.0467263615108554,0.235981158142657
0.0208079192801487,0.343369828104839
0.360274888660059,0.149607462847829
0.814219512851831,1.01128079308921
0.812526410956644,0.480893885502141
0.104202759606733,0.480709223272783
0.178219852590698,0.22846783841511
0.188920922690357,0.239813604082621
0.637517739845851,0.846681706369612
0.210361068697004,0.272536520367676
0.225489602501248,0.151207647000592
0.0740892239259763,0.859942859751825
0.253402013473773,0.495805581205573
0.149198990289128,0.523899961142125
0.0485359406904371,0.628663728396501
0.0587641321062974,0.911172430098461
-0.0868733243280785,0.058245597264054
-0.00612367780093484,0.224525268494465
0.00266924034917018,-0.0998173855756088
0.153674465488615,0.662687871988307
0.480243304948885,0.846785953087197
0.509400208535762,0.709027531918794
0.0681096895547313,-0.0308529814901343
0.410084121569305,0.700475314905046
0.251451714437751,0.554683921662804
0.271320703613224,0.459209480124344
0.0289747494803152,-0.0170390698128352
0.351798271978927,0.457093167873213
0.504077872944412,0.831358267930921
-0.0556327556539882,0.226591346652932
-0.14539953549785,-0.129828025826078
0.379230897187235,0.665802995946046
0.276924762609538,0.753035822974698
0.803600376965973,1.04287434828009
0.872495080755881,1.03501941860226
0.0538410613019944,0.637441122153211
0.213797080855299,0.202067616342225
0.711802222290897,0.62574652433836
-0.130033662260151,0.42408761250734
0.0274640091236163,0.134294448305742
0.0987837365473909,0.606568418686223
-0.0401757196900883,0.266977992936153
0.132305992520374,0.387601873239003
0.0427366580781254,0.627733682161958
-0.0705136992324317,0.5061607475588
0.073891698485951,0.48614991053746
0.410090898370662,0.338645905916196
0.254348710233392,1.00822334848272
0.184204200466479,0.232630518396826
0.224089411692065,0.499989670125659
0.122384040534979,1.09584449296428
0.0526062060396409,0.459005076276695
0.126820448255213,0.39050592193494
-0.0482492434352908,0.307001941977164
0.274442712123487,0.767135807974957
0.145392853640398,0.194259202692465
0.0487503815209507,0.280536691100907
0.078798955542902,0.431525532985998
0.0562077078811179,0.768510369239128
0.0654017631099843,0.453782645045868
0.00477650398859503,0.364954615779211
0.0408608981701376,0.103242342862292
0.18151472746107,0.628101876978736
0.189988848065172,0.868602419586834
0.543090824032431,0.772321450876214
0.131508427222381,1.01700444250121
0.147249193160089,0.128037812437802
0.311759200154178,0.738480396272391
0.331718272242005,0.299867318669788
0.205563320587203,0.123885821981461
0.143419091249458,0.999470275975429
0.225720640499858,0.369262488613957
0.18451897002762,0.236687106704655
0.0193269483727184,0.186604500109477
0.0222007907223801,0.0879675509188689
0.0587651513918434,0.210818496684331
0.0154485003597708,0.775527762209714
0.409863395277276,0.906564177371035
0.210662907655837,0.518625505509604
0.643424470375449,0.331187834433369
0.0219635621833066,0.120597607287295
0.0479736792802987,0.154643337608414
0.290617559489117,0.689903492404235
0.515233581258782,0.512747041622612
-0.0468455671915389,0.408706933265238
-0.0614379250942979,0.104547125858007
0.0539276648915776,0.373198719192831
0.126162081177723,0.619015324615634
0.196367606672785,0.361948904533389
0.349096234289317,0.507806638650317
0.0674499732033112,0.344973118006664
0.0306913966954385,0.317708062411664
0.110709726077381,0.601521025200121
